"action","boro","building","camis","critical_flag","cuisine_description","dba","inspection_date","inspection_type","phone","record_date","score","street","violation_code","violation_description","zipcode","grade","grade_date"
"Violations were cited in the following area(s).","MANHATTAN","51",40854979,"Not Critical","Korean","HYO DONG GAK",2016-06-02,"Cycle Inspection / Initial Inspection","2126957167",2017-10-19 06:00:49,18,"WEST   35 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","28",50002741,"Critical","Korean","STARRY NIGHT",2015-04-01,"Cycle Inspection / Initial Inspection","2128683392",2017-10-19 06:00:49,20,"W 33 STREET","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",41570719,"Not Critical","American","CHICKPEA",2017-08-21,"Cycle Inspection / Initial Inspection","2122440101",2017-10-19 06:00:49,5,"PENN STATION","08B","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",10001,"A",2017-08-21
"Violations were cited in the following area(s).","MANHATTAN","22",50014686,"Critical","Korean","JONGRO BBQ",2016-09-30,"Cycle Inspection / Re-inspection","2124732233",2017-10-19 06:00:49,25,"W 32ND ST","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10001,"B",2016-09-30
"Violations were cited in the following area(s).","MANHATTAN","227",41367922,"Not Critical","American","FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER",2016-04-11,"Cycle Inspection / Initial Inspection","2122175773",2017-10-19 06:00:49,9,"WEST   27 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-04-11
"Violations were cited in the following area(s).","MANHATTAN","440",40991835,"Not Critical","Steak","UNCLE JACK'S STEAKHOUSE",2016-07-25,"Cycle Inspection / Initial Inspection","2122440005",2017-10-19 06:00:49,10,"9 AVENUE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2016-07-25
"Violations were cited in the following area(s).","MANHATTAN","831",41327462,"Critical","Delicatessen","AMERICA GOURMET FOOD",2017-09-08,"Cycle Inspection / Re-inspection","2128689790",2017-10-19 06:00:49,12,"6 AVENUE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,"A",2017-09-08
"Violations were cited in the following area(s).","MANHATTAN","299",41629572,"Critical","Spanish","PORTENO",2016-03-17,"Cycle Inspection / Initial Inspection","2126959694",2017-10-19 06:00:49,20,"10 AVENUE","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","249",50038859,"Critical","Japanese","JUN-MEN RAMEN BAR",2015-12-21,"Cycle Inspection / Initial Inspection","6468526787",2017-10-19 06:00:49,23,"9TH AVE","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","249",50059510,"Not Critical","American","PARS NEW YORK",2017-04-07,"Pre-permit (Operational) / Re-inspection","5169933165",2017-10-19 06:00:49,30,"W 26TH ST","10H","Proper sanitization not provided for utensil ware washing operation.",10001,"C",2017-04-07
"Violations were cited in the following area(s).","MANHATTAN","5",50052171,"Not Critical","Korean","OSAMIL",2017-02-02,"Smoke-Free Air Act / Re-inspection","2123004713",2017-10-19 06:00:49,NA,"W 31ST ST","15L","Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","460",41688540,"Critical","American","FOOD DEPOT",2015-03-06,"Cycle Inspection / Initial Inspection","2129470767",2017-10-19 06:00:49,14,"WEST   34 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","818",50014962,"Not Critical","Donuts","DUNKIN' DONUTS",2017-09-29,"Cycle Inspection / Re-inspection","2123959280",2017-10-19 06:00:49,3,"6TH AVE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2017-09-29
"Violations were cited in the following area(s).","MANHATTAN","450",41541583,"Not Critical","American","SAVORY & SWEET",2015-10-09,"Cycle Inspection / Initial Inspection","2125944444",2017-10-19 06:00:49,6,"WEST   33 STREET","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2015-10-09
"Violations were cited in the following area(s).","MANHATTAN","240",50045238,"Critical","American","ENTREE",2017-09-29,"Cycle Inspection / Re-inspection","2126956655",2017-10-19 06:00:49,15,"W 35TH ST","04M","Live roaches present in facility's food and/or non-food areas.",10001,"Z",2017-09-29
"Violations were cited in the following area(s).","MANHATTAN","37",41200526,"Not Critical","Korean","SHILLA KOREAN BARBECUE HOUSE",2015-08-13,"Cycle Inspection / Re-inspection","2129671880",2017-10-19 06:00:49,13,"WEST   32 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2015-08-13
"Violations were cited in the following area(s).","MANHATTAN","311",41633807,"Not Critical","American","MANHATTAN CENTER",2015-07-23,"Cycle Inspection / Initial Inspection","2122797740",2017-10-19 06:00:49,10,"WEST   34 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2015-07-23
"Violations were cited in the following area(s).","MANHATTAN","236",41282946,"Not Critical","Mediterranean","ILILI RESTAURANT",2014-02-10,"Cycle Inspection / Re-inspection","2126832929",2017-10-19 06:00:49,12,"5 AVENUE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2014-02-10
"Violations were cited in the following area(s).","MANHATTAN","393",41543738,"Critical","Chinese","NEW DYNASTY",2014-06-09,"Cycle Inspection / Initial Inspection","2125949734",2017-10-19 06:00:49,25,"8 AVENUE","02B","Hot food item not held at or above 140Âº F.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","11",41146119,"Critical","Sandwiches/Salads/Mixed Buffet","EUROPA CAFE",2017-03-01,"Cycle Inspection / Initial Inspection","2126953939",2017-10-19 06:00:49,26,"PENN PLAZA","02B","Hot food item not held at or above 140Âº F.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","444",50060083,"Critical","American","THE HUDSON BAR ROOM",2017-03-16,"Pre-permit (Operational) / Initial Inspection","6469525980",2017-10-19 06:00:49,30,"10TH AVE","04A","Food Protection Certificate not held by supervisor of food operations.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","409",50051650,"Critical","Peruvian","RIKO",2016-09-29,"Pre-permit (Operational) / Re-inspection","2126437555",2017-10-19 06:00:49,25,"8TH AVE","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",10001,"B",2016-09-29
"Violations were cited in the following area(s).","MANHATTAN","116",50018300,"Not Critical","American","CAFE R",2015-02-19,"Pre-permit (Operational) / Initial Inspection","2126959550",2017-10-19 06:00:49,25,"W 32ND ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","151",50002119,"Not Critical","CafÃ©/Coffee/Tea","STARBUCKS",2017-07-17,"Cycle Inspection / Initial Inspection","2122396524",2017-10-19 06:00:49,13,"WEST 34TH STREET","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2017-07-17
"Violations were cited in the following area(s).","MANHATTAN","433",50040401,"Critical","Delicatessen","FOOD FAIR DELI & PIZZA",2017-02-21,"Cycle Inspection / Initial Inspection","2125632188",2017-10-19 06:00:49,55,"W 34TH ST","05H","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","370",50037969,"Critical","Asian","HOA CAFE",2017-01-09,"Cycle Inspection / Re-inspection","2126431588",2017-10-19 06:00:49,30,"8TH AVE","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"C",2017-01-09
"Violations were cited in the following area(s).","MANHATTAN","245",50004276,"Not Critical","French","OCABANON",2016-11-16,"Cycle Inspection / Re-inspection","6466697879",2017-10-19 06:00:49,26,"W 29TH ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"B",2016-11-16
"Violations were cited in the following area(s).","MANHATTAN","793",50017906,"Critical","Korean","HEE KOREAN BBQ GRILL",2015-11-05,"Cycle Inspection / Re-inspection","2122061224",2017-10-19 06:00:49,13,"6TH AVE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,"A",2015-11-05
"Violations were cited in the following area(s).","MANHATTAN","55",40584086,"Critical","Korean","CHO DANG GOL",2016-01-12,"Cycle Inspection / Initial Inspection","2126958222",2017-10-19 06:00:49,34,"WEST   35 STREET","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","338",50053719,"Critical","Chinese","AARONS CHINESE AND THAI RESTAURANT",2017-07-27,"Cycle Inspection / Initial Inspection","2125609858",2017-10-19 06:00:49,16,"9TH AVE","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","133",41098073,"Not Critical","American","STOUT",2015-10-20,"Cycle Inspection / Re-inspection","2126296191",2017-10-19 06:00:49,10,"WEST   33 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2015-10-20
"Violations were cited in the following area(s).","MANHATTAN","632",41311425,"Critical","American","DEAN & DELUCA NEW YORK",2017-05-10,"Cycle Inspection / Re-inspection","2124308312",2017-10-19 06:00:49,9,"WEST   28 STREET","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,"A",2017-05-10
"No violations were recorded at the time of this inspection.","MANHATTAN","2",41649377,"Not Critical","American","DUNKIN' DONUTS, HUDSON NEWS",2014-04-21,"Administrative Miscellaneous / Initial Inspection","2129716800",2017-10-19 06:00:49,NA,"PENNSYLVANIA PLAZA","20D","Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",10001,NA,NA
